chr	start	end	strand	type	transposon	gene_id	gene_name	transcript_id
chr16	11964437	11964438	-	Annotated	SINE|Alu|AluSx1			NM_001355514.1
chr16	12745873	12745874	+	Annotated	LINE|L1|L1MEc	ENSG00000260378.1	ENSG00000260378	ENST00000564016.1
chr16	13246232	13246244	+	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000262801.6	ENSG00000262801	ENST00000662907.1
chr16	13246316	13246317	+	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000262801.6	ENSG00000262801	ENST00000571619.5
chr16	14322471	14322521	+	Annotated	LINE|L2|L2c	ENSG00000262454.4	MIR193BHG	ENST00000635394.1
chr16	14323298	14323299	+	Predicted	LINE|L2|L2a	ENSG00000262454.4	MIR193BHG	
chr16	15257178	15257179	-	Predicted	LTR|ERVL-MaLR|THE1B	ENSG00000250251.7	PKD1P6	
chr16	15374158	15374245	-	Predicted	DNA|hAT-Charlie|MER30	ENSG00000183793.14	ENSG00000250251.7	
chr16	15374324	15374327	-	Predicted	SINE|Alu|AluSx1	ENSG00000183793.14	NPIPA5	
chr16	15374591	15374592	-	Predicted	SINE|Alu|AluSx1	ENSG00000183793.14	NPIPA5	
chr16	15375161	15375162	-	Predicted	SINE|Alu|AluSg4	ENSG00000183793.14	NPIPA5	
chr16	15419856	15419860	-	Predicted	SINE|Alu|AluYb8	ENSG00000183793.14	NPIPA5	
chr16	15673935	15673936	+	Predicted	SINE|MIR|MIR	ENSG00000072864.16	NDE1	
chr16	15675860	15675861	+	Predicted	SINE|MIR|MIRc	ENSG00000072864.16	NDE1	
chr16	16499533	16499549	+	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000260126.2	ENSG00000260126	ENST00000567465.2
chr16	17403500	17403501	-	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000103489.12	XYLT1	ENST00000568226.5
chr16	1785032	1785033	+	Predicted	SINE|Alu|AluSz	ENSG00000095906.17	NUBP2	
chr16	17973571	17973572	-	Predicted	LTR|ERVL-MaLR|MLT1A0	ENSG00000259929.5	ENSG00000259929	
chr16	18212633	18212635	-	Predicted	LTR|ERVL-MaLR|THE1B	ENSG00000259929.5	ENSG00000260242.1	
chr16	18393633	18393702	-	Predicted	SINE|MIR|MIRb	ENSG00000233024.7	ENSG00000254681.7	
chr16	18528071	18528072	-	Predicted	LINE|L2|L2a	ENSG00000185164.15	NOMO2	
chr16	19487963	19487964	-	Annotated	LTR|ERVL|MER74A	ENSG00000260592.3	ENSG00000260592	ENST00000702436.1
chr16	1957596	1957606	-	Annotated	LTR|ERV1|LTR12C	ENSG00000140986.8	RPL3L	ENST00000565426.1
chr16	1959329	1959330	+	Predicted	LINE|L2|L2a	ENSG00000140990.15	NDUFB10	
chr16	19607776	19607790	+	Annotated	SINE|MIR|MIR	ENSG00000103544.17	VPS35L	ENST00000538552.5
chr16	1983440	1983441	+	Predicted	LINE|L2|L2b	ENSG00000127554.13	GFER	
chr16	20327807	20327808	-	Annotated	SINE|MIR|MIR	ENSG00000169347.17	GP2	ENST00000381360.9
chr16	20351311	20351312	-	Annotated	LINE|L2|L2b	ENSG00000169344.16	UMOD	ENST00000576546.1
chr16	20674408	20674441	+	Predicted	LTR|ERV1|LTR15	ENSG00000005187.12	ACSM3	
chr16	20674501	20674532	+	Annotated	LTR|ERV1|LTR15	ENSG00000005187.12	ACSM3	ENST00000501740.6
chr16	20674608	20674609	+	Annotated	LTR|ERV1|LTR15	ENSG00000005187.12	ACSM3	ENST00000561584.5
chr16	20989116	20989117	-	Predicted	LTR|ERV1|LTR12C	ENSG00000158486.15	DNAH3	
chr16	21048694	21048695	-	Predicted	LINE|L1|L1PA2	ENSG00000158486.15	DNAH3	
chr16	21116436	21116454	+	Annotated	LTR|ERVL-MaLR|THE1C	ENSG00000289640.1	ENSG00000289640	ENST00000690561.1
chr16	21158377	21158378	+	Annotated	SINE|MIR|MIRc	ENSG00000011638.11	LDAF1	ENST00000573487.5
chr16	21303061	21303083	-	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000103316.12	CRYM	ENST00000219599.8
chr16	21344279	21344280	+	Predicted	LINE|L1|L1MEc	ENSG00000189149.12	ENSG00000257403.2	
chr16	21428724	21428725	-	Predicted	SINE|Alu|AluSz	ENSG00000169246.17	NPIPB3	
chr16	21443370	21443373	-	Predicted	LINE|L2|L2a	ENSG00000169246.17	NPIPB3	
chr16	21476076	21476077	-	Predicted	SINE|Alu|AluSc	ENSG00000291073.1	ENSG00000291073	
chr16	21923025	21923027	-	Predicted	SINE|Alu|AluYm1	ENSG00000185710.10	ENSG00000290674.1	
chr16	22007638	22007639	+	Annotated	LINE|L2|L2a	ENSG00000185716.12	MOSMO	ENST00000567004.1
chr16	2205100	2205289	+	Annotated	DNA|hAT|MER53	ENSG00000167965.18	MLST8	ENST00000564088.5
chr16	22339616	22339621	+	Predicted	SINE|Alu|AluSq2	ENSG00000243716.12	ENSG00000291060.1	
chr16	22422214	22422215	-	Predicted	LTR|ERVL-MaLR|THE1B	ENSG00000140743.8	ENSG00000290865.1	
chr16	22494784	22494785	+	Predicted	SINE|Alu|AluSc8	ENSG00000243716.12	ENSG00000291060.1	
chr16	22506959	22506960	+	Predicted	SINE|Alu|AluYh3	ENSG00000243716.12	ENSG00000291060.1	
chr16	22613549	22613550	-	Predicted	LINE|L1|L1MB3	ENSG00000260905.1	LINC02890	
chr16	2266979	2266980	-	Predicted	DNA|hAT-Charlie|MER33	ENSG00000205937.12	RNPS1	
chr16	23020300	23020338	+	Annotated	LTR|ERVL-MaLR|MLT1K	ENSG00000261090.2	ENSG00000261090	ENST00000660531.1
chr16	23278231	23278232	+	Annotated	LINE|L1|L1MB7	ENSG00000168447.11	SCNN1B	ENST00000569789.1
chr16	23455471	23455472	+	Predicted	SINE|Alu|AluSg	ENSG00000260136.6	ENSG00000260136	
chr16	23564040	23564041	+	Predicted	LINE|L2|L2c	ENSG00000103353.16	UBFD1	
chr16	23605841	23605842	+	Annotated	LTR|ERVL-MaLR|MLT1A0	ENSG00000261723.1	ENSG00000261723	ENST00000561764.1
chr16	239616	239617	+	Predicted	SINE|Alu|AluY	ENSG00000167930.17	FAM234A	
chr16	24495176	24495177	-	Annotated	LTR|ERV1|LTR9D	ENSG00000260072.1	ENSG00000260072	ENST00000566929.1
chr16	24564798	24564799	+	Predicted	DNA|TcMar-Tigger|Tigger15a	ENSG00000122257.20	RBBP6	
chr16	25149018	25149032	-	Annotated	LTR|ERV1|LTR35	ENSG00000260034.1	LCMT1-AS2	ENST00000562280.1
chr16	2531407	2531417	-	Annotated	LINE|L1|L1MB3	ENSG00000205923.3	CEMP1	ENST00000567119.1
chr16	27203197	27203198	+	Predicted	SINE|MIR|MIRb	ENSG00000155666.12	KDM8	
chr16	27203321	27203322	+	Predicted	SINE|MIR|MIRb	ENSG00000155666.12	KDM8	
chr16	27268205	27268206	+	Annotated	DNA|TcMar-Tigger|MER46C	ENSG00000245888.7	NSMCE1-DT	ENST00000566854.5
chr16	27313428	27313596	+	Predicted	SINE|MIR|MIR	ENSG00000077238.14	IL4R	
chr16	2750636	2750637	+	Predicted	SINE|Alu|AluSz6	ENSG00000167978.18	SRRM2	
chr16	2768506	2768507	+	Predicted	LINE|CR1|Plat_L3	ENSG00000167978.18	SRRM2	
chr16	2769629	2769630	+	Predicted	LINE|L2|L2c	ENSG00000167978.18	SRRM2	
chr16	2769863	2769864	+	Predicted	LINE|L2|L2c	ENSG00000167978.18	SRRM2	
chr16	28688567	28688568	+	Predicted	LTR|ERVL|LTR41B	ENSG00000184110.15	EIF3C	
chr16	28802780	28802781	+	Predicted	LTR|ERVL|LTR41B	ENSG00000251417.2	ENSG00000251417	
chr16	28822032	28822033	-	Annotated	SINE|Alu|FLAM_C	ENSG00000260796.1	ENSG00000260796	ENST00000568183.1
chr16	29087010	29087012	+	Predicted	SINE|Alu|AluSp	ENSG00000103472.10	ENSG00000284671.1	
chr16	29154274	29154275	+	Annotated	LINE|L1|L1MD2	ENSG00000291188.1	ENSG00000291188	ENST00000702506.1
chr16	29394388	29394466	-	Predicted	DNA|hAT-Charlie|MER30	ENSG00000254206.6	NPIPB11	
chr16	29394676	29394681	-	Predicted	SINE|Alu|AluSx1	ENSG00000254206.6	NPIPB11	
chr16	29509210	29509211	-	Predicted	SINE|Alu|AluSz	ENSG00000288632.1	ENSG00000288632	
chr16	29709156	29709157	+	Annotated	LTR|ERV1|LTR9B	ENSG00000289181.2	ENSG00000289181	ENST00000688693.2
chr16	29745103	29745104	+	Predicted	SINE|Alu|AluJb	ENSG00000260719.1	ENSG00000260719	
chr16	29745247	29745248	+	Annotated	SINE|Alu|AluJb	ENSG00000260719.1	ENSG00000260719	ENST00000565600.1
chr16	30097065	30097085	+	Annotated	LTR|ERV1|LTR10B2	ENSG00000250616.4	YPEL3-DT	ENST00000693600.2
chr16	3018445	3018446	+	Annotated	SINE|MIR|MIRc	ENSG00000006327.14	TNFRSF12A	ENST00000573001.5
chr16	30249192	30249193	-	Predicted	SINE|Alu|AluSz	ENSG00000183604.17	ENSG00000198064.15	
chr16	30354707	30354708	-	Predicted	LINE|CR1|L3	ENSG00000169217.9	CD2BP2	
chr16	30535346	30535347	-	Annotated	LTR|ERV1|MER4A1	ENSG00000169955.8	ZNF747	ENST00000252799.3
chr16	30572997	30572998	-	Predicted	SINE|Alu|AluSp	ENSG00000229809.9	ZNF688	
chr16	30623947	30623948	-	Annotated	LTR|ERVK|LTR3B_	ENSG00000156853.13	ZNF689	ENST00000565440.5
chr16	30624011	30624012	-	Annotated	LTR|ERVK|LTR3B_	ENSG00000156853.13	ZNF689	ENST00000566673.5
chr16	30697450	30697451	+	Predicted	SINE|MIR|MIRb	ENSG00000080603.17	SRCAP	
chr16	30697928	30697954	+	Predicted	SINE|MIR|MIR1_Amn	ENSG00000080603.17	SRCAP	
chr16	3081086	3081087	-	Predicted	LTR|ERVK|MER9a2	ENSG00000262370.7	ENSG00000262370	
chr16	30956950	30956959	+	Predicted	SINE|MIR|MIR1_Amn	ENSG00000099381.19	SETD1A	
chr16	31032889	31032890	+	Annotated	LINE|CR1|L3	ENSG00000103496.15	STX4	ENST00000457779.6
chr16	31032962	31032963	+	Predicted	LINE|CR1|L3	ENSG00000103496.15	STX4	
chr16	31037507	31037526	+	Predicted	SINE|Alu|AluSc	ENSG00000103496.15	ENSG00000260911.2	
chr16	31072749	31072750	+	Predicted	LINE|L2|L2c	ENSG00000167395.10	ZNF646	
chr16	3129659	3129698	-	Annotated	LTR|ERVL|LTR41	ENSG00000263072.10	ZNF213-AS1	ENST00000701326.1
chr16	31448565	31448567	+	Predicted	SINE|Alu|AluSx1	ENSG00000140691.18	ARMC5	
chr16	31454907	31454908	+	Predicted	SINE|Alu|FLAM_C	ENSG00000140691.18	ARMC5	
chr16	31456486	31456531	+	Predicted	SINE|Alu|AluSz	ENSG00000140691.18	ARMC5	
chr16	31699020	31699021	+	Predicted	LTR|ERVL-MaLR|MLT1H	ENSG00000290927.1	ENSG00000290927	
chr16	3653801	3653809	+	Predicted	SINE|Alu|AluSg	ENSG00000213918.11	DNASE1	
chr16	393742	393743	-	Predicted	SINE|Alu|AluSx	ENSG00000129925.11	PGAP6	
chr16	4355606	4355607	-	Annotated	SINE|Alu|AluY	ENSG00000217930.8	PAM16	ENST00000576217.1
chr16	4434142	4434143	-	Predicted	LTR|ERVL-MaLR|THE1C	ENSG00000275515.1	ENSG00000275515	
chr16	4474970	4474971	-	Predicted	SINE|Alu|AluSz	ENSG00000153406.14	NMRAL1	
chr16	4664069	4664070	+	Annotated	LINE|L1|L1MB5	ENSG00000102858.13	MGRN1	ENST00000587145.5
chr16	4664416	4664417	+	Annotated	LINE|L1|L1MB5	ENSG00000102858.13	MGRN1	ENST00000590457.5
chr16	46683802	46683803	-	Predicted	SINE|Alu|AluY	ENSG00000069329.18	VPS35	
chr16	4794953	4794954	+	Predicted	DNA|TcMar-Tigger|MER2	ENSG00000267795.6	SMIM22	
chr16	48417318	48417319	-	Annotated	Retroposon|SVA|SVA_B	ENSG00000196470.12	SIAH1	ENST00000567973.1
chr16	49454229	49454230	+	Annotated	LTR|ERVL-MaLR|MLT1L	ENSG00000263110.1	ENSG00000263110	ENST00000573819.1
chr16	494596	494615	+	Predicted	SINE|Alu|AluY	ENSG00000090565.17	RAB11FIP3	
chr16	494690	494773	+	Predicted	SINE|Alu|AluJb	ENSG00000090565.17	RAB11FIP3	
chr16	494834	494876	+	Predicted	SINE|Alu|AluJb	ENSG00000090565.17	RAB11FIP3	
chr16	49924153	49924154	-	Annotated	LTR|ERVL-MaLR|MLT1K	ENSG00000261751.1	ENSG00000261751	ENST00000563124.1
chr16	50150335	50150336	-	Predicted	SINE|Alu|AluJb	ENSG00000260031.1	ENSG00000260381.2	
chr16	50396878	50396888	-	Predicted	LTR|ERVL|MLT2A2	ENSG00000261092.1	LINC02178	
chr16	50860196	50860197	+	Annotated	LTR|ERVL-MaLR|MLT1K	ENSG00000261241.8	LINC02128	ENST00000641755.1
chr16	51268116	51268117	-	Annotated	LTR|ERVL-MaLR|THE1D	ENSG00000287256.3	ENSG00000287256	ENST00000661708.2
chr16	52271572	52271620	+	Annotated	SINE|MIR|MIRb	ENSG00000260887.3	CASC22	ENST00000628396.1
chr16	53334562	53334563	+	Annotated	LINE|L1|L1MB7	ENSG00000238645.1	ENSG00000238645	ENST00000459097.1
chr16	54559099	54559100	-	Annotated	LTR|ERVL-MaLR|THE1D	ENSG00000283304.1	LINC02183	ENST00000637822.1
chr16	54657661	54657662	-	Annotated	LTR|ERVL-MaLR|MLT1K	ENSG00000283258.2	ENSG00000283258	ENST00000637560.1
chr16	54874149	54874170	-	Annotated	LTR|ERVL-MaLR|MSTA	ENSG00000245694.12	CRNDE	ENST00000637011.1
chr16	56151769	56151770	-	Predicted	LINE|L1|HAL1	ENSG00000246379.8	GNAO1-DT	
chr16	56162106	56162107	-	Predicted	LTR|ERVL-MaLR|MLT1L	ENSG00000246379.8	GNAO1-DT	
chr16	56452084	56452085	+	Annotated	SINE|MIR|MIRb			NM_001324358.2
chr16	57379634	57379675	+	Predicted	LINE|RTE-BovB|MamRTE1	ENSG00000006210.7	CX3CL1	
chr16	57639085	57639086	+	Predicted	SINE|Alu|AluSq4	ENSG00000205336.14	ADGRG1	
chr16	57779951	57779952	-	Predicted	LTR|ERVL-MaLR|THE1D	ENSG00000140859.16	KIFC3	
chr16	57782296	57782329	-	Annotated	SINE|MIR|MIRc	ENSG00000140859.16	KIFC3	ENST00000543930.5
chr16	58383831	58383832	-	Predicted	LTR|ERVL-MaLR|MLT1H1-int	ENSG00000261078.1	ENSG00000261078	
chr16	58421253	58421362	+	Annotated	LTR|ERVL-MaLR|THE1C	ENSG00000260186.5	LINC02137	ENST00000562322.1
chr16	58684137	58684220	-	Annotated	SINE|MIR|MIR1_Amn	ENSG00000103042.9	SLC38A7	ENST00000566598.5
chr16	58749638	58749678	+	Annotated	LTR|ERV1|LTR12C	ENSG00000245768.7	ENSG00000245768	ENST00000500117.1
chr16	58862215	58862216	-	Predicted	LTR|ERVL-MaLR|THE1B	ENSG00000261638.2	ENSG00000261638	
chr16	58880330	58880351	-	Annotated	LTR|ERVL-MaLR|MLT1J	ENSG00000261638.2	ENSG00000261638	ENST00000662590.1
chr16	59498074	59498080	+	Predicted	LTR|ERVL-MaLR|MLT1D	ENSG00000200062.1	ENSG00000261807.2	
chr16	605154	605155	+	Predicted	SINE|Alu|AluJo	ENSG00000197562.10	RAB40C	
chr16	6350446	6350447	+	Predicted	SINE|Alu|AluSp	ENSG00000078328.23	RBFOX1	
chr16	63618020	63618062	-	Annotated	LTR|ERV1|MER52A	ENSG00000260658.7	ENSG00000260658	ENST00000568932.5
chr16	65233039	65233040	-	Predicted	LTR|ERV1|HERVH-int	ENSG00000260834.2	ENSG00000260834	
chr16	65234903	65234933	-	Annotated	LTR|ERV1|LTR7	ENSG00000260834.2	ENSG00000260834	ENST00000567058.1
chr16	65235044	65235045	-	Predicted	LTR|ERV1|LTR7	ENSG00000260834.2	ENSG00000260834	
chr16	65235345	65235346	-	Predicted	LTR|ERV1|LTR7	ENSG00000260834.2	ENSG00000260834	
chr16	65576296	65576319	-	Annotated	LTR|ERVL-MaLR|THE1D	ENSG00000261742.6	LINC00922	ENST00000569736.5
chr16	663436	663437	+	Predicted	SINE|Alu|AluSx	ENSG00000161996.19	WDR90	
chr16	66550423	66550424	-	Annotated	SINE|MIR|MIRb	ENSG00000166548.17	TK2	ENST00000451102.7
chr16	67161453	67161454	+	Predicted	SINE|Alu|AluJo	ENSG00000102878.18	ENSG00000135722.9	
chr16	67168382	67168383	+	Annotated	SINE|Alu|AluSz	ENSG00000102878.18	HSF4	ENST00000682526.1
chr16	67173097	67173098	+	Predicted	SINE|Alu|AluSx3	ENSG00000140939.15	NOL3	
chr16	67563957	67563958	-	Annotated	LINE|CR1|X6A_LINE	ENSG00000261386.2	ENSG00000261386	ENST00000605277.1
chr16	67938686	67938719	-	Predicted	SINE|Alu|AluYb8	ENSG00000205220.12	ENSG00000213398.8	
chr16	67983039	67983040	+	Annotated	LTR|ERV1|LTR12C	ENSG00000289991.1	ENSG00000289991	ENST00000702375.1
chr16	6799680	6799681	+	Predicted	LTR|ERVL|MLT2B3	ENSG00000078328.23	RBFOX1	
chr16	67999046	67999047	+	Annotated	LTR|ERV1|LTR12C	ENSG00000289618.2	ENSG00000289618	ENST00000691141.2
chr16	68025349	68025350	+	Predicted	SINE|Alu|AluSx	ENSG00000167264.18	DUS2	
chr16	690644	690645	-	Predicted	SINE|Alu|AluSx1	ENSG00000127580.17	WDR24	
chr16	690763	690764	-	Predicted	SINE|Alu|AluSx1	ENSG00000127580.17	WDR24	
chr16	69121493	69121559	-	Predicted	SINE|Alu|AluSx3	ENSG00000168802.14	CHTF8	
chr16	69121667	69121686	-	Predicted	SINE|Alu|AluSx3	ENSG00000168802.14	CHTF8	
chr16	69186380	69186381	+	Predicted	LTR|ERVL|MLT2B1	ENSG00000168807.17	SNTB2	
chr16	69338576	69338577	-	Annotated	SINE|MIR|MIRb	ENSG00000213380.16	COG8	ENST00000567493.1
chr16	69838737	69838738	+	Annotated	LINE|CR1|X7A_LINE	ENSG00000198373.13	WWP2	ENST00000563618.5
chr16	69968348	69968350	+	Predicted	LTR|ERVL-MaLR|THE1D	ENSG00000090857.14	PDPR	
chr16	70191262	70191264	+	Predicted	LTR|ERVL-MaLR|THE1D	ENSG00000090857.14	PDPR	
chr16	70225111	70225112	-	Predicted	Retroposon|SVA|SVA_D	ENSG00000090861.17	ENSG00000261556.11	
chr16	70227333	70227350	-	Predicted	SINE|Alu|AluSq2	ENSG00000261556.11	SMG1P7	
chr16	70463047	70463048	+	Predicted	LINE|L1|L1ME1	ENSG00000157353.17	FCSK	
chr16	70590288	70590347	+	Annotated	LINE|CR1|L3			"NM_001393495.1, NM_001393493.1"
chr16	70747057	70747058	+	Annotated	LINE|L1|L1MB7	ENSG00000260156.1	ENSG00000260156	ENST00000567186.1
chr16	71080866	71080870	+	Annotated	LTR|ERVL-MaLR|MLT1D	ENSG00000259833.5	ENSG00000259833	ENST00000563968.5
chr16	713320	713321	+	Predicted	SINE|Alu|AluSp	ENSG00000103260.9	METRN	
chr16	71463094	71463095	-	Annotated	DNA|hAT-Charlie|MER20B	ENSG00000167377.19	ZNF23	ENST00000567340.1
chr16	71463148	71463149	-	Predicted	DNA|hAT-Charlie|MER20B	ENSG00000157429.16	ENSG00000261611.6	
chr16	71565789	71565790	+	Annotated	LINE|L1|L1ME4b	ENSG00000260886.2	TAT-AS1	ENST00000561529.1
chr16	719798	719799	+	Predicted	SINE|Alu|AluSc8	ENSG00000103253.19	ENSG00000103254.10	
chr16	71995194	71995195	-	Predicted	LTR|ERVL-MaLR|MLT1A1	ENSG00000277481.2	PKD1L3	
chr16	72172449	72172470	-	Annotated	LTR|ERVL-MaLR|MLT1I	ENSG00000118557.16	PMFBP1	ENST00000379073.9
chr16	72522623	72522624	-	Predicted	LINE|L1|L1MC5a	ENSG00000261008.9	LINC01572	
chr16	72555326	72555327	-	Predicted	LINE|L1|L1MD	ENSG00000261008.9	LINC01572	
chr16	726867	726968	-	Annotated	LINE|L2|L2b	ENSG00000162004.19	ENSG00000103253.19	
chr16	73812560	73812561	+	Annotated	DNA|hAT-Charlie|MER102c	ENSG00000259817.3	ENSG00000259817	ENST00000565061.3
chr16	74078651	74078652	-	Predicted	DNA|hAT-Charlie|MER5A	ENSG00000140836.17	ENSG00000261404.7	
chr16	74404282	74404284	-	Predicted	LTR|ERVL-MaLR|THE1D	ENSG00000276822.1	ENSG00000276822	
chr16	74966044	74966045	-	Predicted	SINE|Alu|FLAM_C	ENSG00000103091.15	WDR59	
chr16	75213109	75213112	+	Predicted	LTR|ERVL-MaLR|MSTD	ENSG00000168925.12	CTRB1	
chr16	75306535	75306545	-	Annotated	SINE|MIR|MIRc	ENSG00000153774.9	CFDP1	ENST00000570103.5
chr16	75433836	75433837	+	Annotated	DNA|TcMar-Tigger|Tigger17	ENSG00000274220.1	ENSG00000274220	ENST00000621929.1
chr16	761073	761099	+	Annotated	LTR|ERVL|MER54B	ENSG00000102854.16	MSLN	ENST00000382862.7
chr16	76309758	76309759	+	Predicted	LTR|ERVL-MaLR|THE1A	ENSG00000152910.19	CNTNAP4	
chr16	76309852	76309881	+	Annotated	LTR|ERVL-MaLR|THE1A	ENSG00000152910.19	CNTNAP4	ENST00000471618.5
chr16	76579529	76579530	+	Predicted	LTR|ERV1|MER57C2	ENSG00000287694.1	ENSG00000287694	
chr16	7763276	7763277	-	Predicted	LTR|ERV1|LTR8	ENSG00000252138.1	ENSG00000252138	
chr16	77657174	77657175	+	Annotated	LTR|ERVL-MaLR|MLT1K	ENSG00000278862.1	ENSG00000278862	ENST00000624623.1
chr16	78241690	78241691	-	Annotated	SINE|Alu|AluSz	ENSG00000260969.2	WWOX-AS1	ENST00000666211.1
chr16	78309274	78309275	+	Predicted	LTR|ERVL-MaLR|THE1D	ENSG00000186153.18	WWOX	
chr16	78796361	78796362	-	Annotated	LTR|ERVL-MaLR|MLT1J2	ENSG00000286894.1	ENSG00000286894	ENST00000655872.1
chr16	79588508	79588509	-	Predicted	SINE|Alu|AluSx	ENSG00000178573.7	MAF	
chr16	79713847	79713848	+	Annotated	LTR|ERVL-MaLR|MLT1F2	ENSG00000260876.6	LINC01229	ENST00000561510.5
chr16	80157682	80157683	-	Predicted	LTR|ERVL-MaLR|MLT1C	ENSG00000259867.6	DYNLRB2-AS1	
chr16	80738662	80738663	+	Predicted	LINE|L1|L1MB7	ENSG00000260594.1	ENSG00000260594	
chr16	80846753	80846787	-	Annotated	LTR|ERVL-MaLR|MLT1A0	ENSG00000260896.6	ARLNC1	ENST00000651582.1
chr16	80892559	80892596	-	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000260896.6	ARLNC1	ENST00000650680.1
chr16	81071998	81071999	+	Annotated	LTR|ERVL-MaLR|MLT1J1	ENSG00000261838.5	ENSG00000261838	ENST00000563072.1
chr16	81664270	81664271	+	Predicted	LINE|L1|L1MC3	ENSG00000153815.18	CMIP	
chr16	81939893	81939894	+	Predicted	LINE|L2|L2	ENSG00000197943.12	PLCG2	
chr16	82056453	82056454	+	Annotated	LINE|L1|L1ME3A	ENSG00000086696.11	HSD17B2	ENST00000568090.5
chr16	82510895	82510919	-	Annotated	LTR|ERVL|MLT2A2	ENSG00000261285.7	ENSG00000261285	ENST00000568136.5
chr16	83772875	83772974	-	Annotated	LTR|ERV1|MER67D	ENSG00000260788.8	ENSG00000260788	ENST00000570056.2
chr16	84554032	84554033	-	Annotated	LTR|ERVL|LTR67B	ENSG00000140950.16	MEAK7	ENST00000565079.5
chr16	84856664	84856665	-	Annotated	LTR|ERVL|HERVL-int	ENSG00000285848.1	ENSG00000285848	ENST00000648152.1
chr16	86347387	86347388	+	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000269826.1	ENSG00000269826	ENST00000595705.1
chr16	8641878	8641879	+	Annotated	DNA|hAT-Tip100|MER91A	ENSG00000067365.15	METTL22	ENST00000564133.1
chr16	8644437	8644438	+	Annotated	SINE|MIR|MIRb	ENSG00000067365.15	METTL22	ENST00000569597.1
chr16	86501039	86501040	-	Predicted	SINE|MIR|MIR	ENSG00000268388.6	FENDRR	
chr16	86647094	86647095	+	Predicted	LINE|L2|L2a	ENSG00000261161.1	ENSG00000261161	
chr16	86710120	86710121	+	Predicted	LTR|ERVL-MaLR|THE1B	ENSG00000261175.6	LINC02188	
chr16	86722085	86722108	+	Annotated	LTR|ERVL-MaLR|MLT1A0	ENSG00000261175.6	LINC02188	ENST00000649229.1
chr16	86727347	86727371	+	Annotated	SINE|Alu|AluSx3	ENSG00000261175.6	LINC02188	ENST00000649094.1
chr16	87292437	87292452	-	Annotated	LTR|ERVL-MaLR|MLT1F	ENSG00000261697.5	ENSG00000261697	ENST00000570286.5
chr16	89215161	89215213	+	Predicted	LINE|L1|L1M4	ENSG00000170100.14	ZNF778	
chr16	89317798	89317799	+	Predicted	LTR|ERVL|MER74B	ENSG00000261253.2	ENSG00000261253	
chr16	89673050	89673051	+	Predicted	LTR|ERV1|MER4-int	ENSG00000275734.2	ENSG00000275734	
chr16	89725076	89725077	-	Predicted	SINE|Alu|AluSg	ENSG00000075399.14	ENSG00000187741.16	
chr16	89987844	89987883	+	Predicted	SINE|Alu|AluY	ENSG00000223959.11	AFG3L1P	
chr16	90162598	90162599	+	Predicted	DNA|hAT-Charlie|MER1A	ENSG00000260528.6	FAM157C	
chr16	90187196	90187203	+	Predicted	LTR|ERVL-MaLR|THE1C	ENSG00000260923.7	LINC02193	
chr16	90214683	90214684	+	Predicted	LTR|ERV1|MER4D1	ENSG00000260923.7	LINC02193	
chr16	9068554	9068555	+	Annotated	LTR|ERVL-MaLR|MLT1J1	ENSG00000261392.1	ENSG00000261392	ENST00000562893.1
chr16	9365508	9365541	+	Annotated	LTR|ERVL|LTR83	ENSG00000261617.2	ENSG00000260071.2	
chr16	9676842	9676843	-	Annotated	LTR|ERV1|LTR7	ENSG00000260362.1	ENSG00000260362	ENST00000561538.1
chr16	9970794	9970795	-	Annotated	LINE|L2|L2c	ENSG00000183454.18	GRIN2A	ENST00000461292.3
chr17	10291820	10291838	+	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000273388.1	ENSG00000273388	ENST00000609088.1
chr17	12069756	12069757	+	Annotated	LINE|CR1|L3	ENSG00000065559.15	MAP2K4	ENST00000579089.5
chr17	1369741	1369742	-	Predicted	DNA|TcMar-Tigger|Tigger1	ENSG00000108953.17	YWHAE	
chr17	14834600	14834626	+	Annotated	LTR|ERV1|LTR12D	ENSG00000238212.3	LINC02096	ENST00000661145.1
chr17	14837942	14837943	+	Predicted	SINE|MIR|MIRb	ENSG00000238212.3	LINC02096	
chr17	15475727	15475728	-	Annotated	DNA|TcMar-Tigger|Tigger19a	ENSG00000239704.12	CDRT4	ENST00000520956.2
chr17	16216788	16216789	+	Predicted	SINE|Alu|AluSx4	ENSG00000108474.17	PIGL	
chr17	16725665	16725666	+	Predicted	LINE|L1|L1PB1	ENSG00000266302.6	ENSG00000266302	
chr17	16726382	16726417	+	Predicted	SINE|Alu|AluYm1	ENSG00000170160.19	ENSG00000266302.6	
chr17	16772601	16772602	+	Predicted	LINE|L2|L2c	ENSG00000266302.6	ENSG00000266302	
chr17	17391816	17391817	+	Annotated	LTR|ERV1|LTR12_	ENSG00000290056.1	ENSG00000290056	ENST00000702706.1
chr17	17592374	17592375	-	Predicted	LINE|L2|L2a	ENSG00000133027.18	PEMT	
